,sex.x,subject_name,YAG.x,SECTIONNAME.x,YAG.y,SECTIONNAME.y,count,qualification_TR.x
10071,F,All,1,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
10072,F,All,1,"AGRICULTURE, FORESTRY AND FISHING",3,MANUFACTURING,5,First degree
10073,F,All,1,"AGRICULTURE, FORESTRY AND FISHING",3,REAL ESTATE ACTIVITIES,5,First degree
10074,F,All,1,"ARTS, ENTERTAINMENT AND RECREATION",3,"AGRICULTURE, FORESTRY AND FISHING",5,First degree
10075,F,All,1,CONSTRUCTION,3,OTHER SERVICE ACTIVITIES,5,First degree
10076,F,All,1,EDUCATION,3,"AGRICULTURE, FORESTRY AND FISHING",5,First degree
10077,F,All,1,EDUCATION,3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,First degree
10078,F,All,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,"AGRICULTURE, FORESTRY AND FISHING",5,First degree
10079,F,All,1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,RADIO BROADCASTING,5,First degree
10080,F,All,1,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",3,CONSTRUCTION,5,First degree
10081,F,All,1,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",3,FINANCIAL AND INSURANCE ACTIVITIES,5,First degree
10082,M,All,1,"AGRICULTURE, FORESTRY AND FISHING",3,INFORMATION AND COMMUNICATION,5,First degree
10083,M,All,1,"AGRICULTURE, FORESTRY AND FISHING",3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
10084,M,All,1,"AGRICULTURE, FORESTRY AND FISHING",3,REAL ESTATE ACTIVITIES,5,First degree
10085,M,All,1,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
10086,M,All,1,FINANCIAL AND INSURANCE ACTIVITIES,3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,First degree
10087,M,All,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,5,First degree
10088,M,All,1,TRANSPORTATION AND STORAGE,3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,First degree
10089,M,All,1,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",3,INFORMATION AND COMMUNICATION,5,First degree
10090,F,All,1,"AGRICULTURE, FORESTRY AND FISHING",3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,First degree
10091,F,All,1,"AGRICULTURE, FORESTRY AND FISHING",3,"ARTS, ENTERTAINMENT AND RECREATION",5,First degree
10092,F,All,1,"AGRICULTURE, FORESTRY AND FISHING",3,INFORMATION AND COMMUNICATION,5,First degree
10093,F,All,1,"AGRICULTURE, FORESTRY AND FISHING",3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
10094,F,All,1,"ARTS, ENTERTAINMENT AND RECREATION",3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,First degree
10095,F,All,1,CONSTRUCTION,3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,First degree
10096,F,All,1,INFORMATION AND COMMUNICATION,3,"AGRICULTURE, FORESTRY AND FISHING",5,First degree
10097,F,All,1,INFORMATION AND COMMUNICATION,3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,First degree
10098,F,All,1,MANUFACTURING,3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,First degree
10099,F,All,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,"AGRICULTURE, FORESTRY AND FISHING",5,First degree
10100,F,All,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,CONSTRUCTION,5,First degree
10101,F,All,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,First degree
10102,F,All,1,TRANSPORTATION AND STORAGE,3,REAL ESTATE ACTIVITIES,5,First degree
10103,M,All,1,ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES,3,ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES,5,First degree
10104,M,All,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,RADIO BROADCASTING,5,First degree
